id,word,url,pronounce,explanation
3224,takut,https://kbbi.kata.web.id/takut/,ta.kut,"(1) merasa gentar (ngeri) menghadapi sesuatu yang dianggap akan mendatangkan bencana: anjing ini jinak, engkau tidak perlu takut; (2) takwa; segan dan hormat: hendaklah kita takut kepada allah; (3) tidak berani (berbuat, menempuh, menderita, dan sebagainya) : hari sudah malam, aku takut pulang sendiri; (4) gelisah; khawatir (kalau ...):"
3225,takut-takutan,https://kbbi.kata.web.id/takut-takutan/,ta.kut-ta.kut.an,(1) mudah terkejut; sangat penakut; (2) malu-malu; segan-segan; (3) pura-pura takut
3226,takzim,https://kbbi.kata.web.id/takzim/,tak.zim,amat hormat dan sopan: sampaikan salam takzim kami kepada bapak dan ibumu
3227,tamak,https://kbbi.kata.web.id/tamak/,ta.mak,selalu ingin beroleh banyak untuk diri sendiri; loba; serakah: ia tamak akan harta
3228,tamam,https://kbbi.kata.web.id/tamam/,ta.mam,"(1) sempurna; lengkap; (2) selesai; habis: apabila sudah tamam salat, ia pun berdoa kepada allah"
3229,taman,https://kbbi.kata.web.id/taman/,ta.man,arkais (tidak lazim) rajin; betah: taman bekerja
3230,tamatulkalam,https://kbbi.kata.web.id/tamatulkalam/,ta.ma.tul.ka.lam,habis atau berakhir (cerita)
3231,tambung,https://kbbi.kata.web.id/tambung/,tam.bung,sifat tingkah laku yang tidak baik; kurang ajar; nakal
3232,tampas,https://kbbi.kata.web.id/tampas/,tam.pas,pepat rata (dipangkas dan sebagainya)
3233,tampus,https://kbbi.kata.web.id/tampus/,tam.pus,kuning kemerah-merahan
3234,tandus,https://kbbi.kata.web.id/tandus/,tan.dus,(1) tidak dapat ditumbuhi tanaman atau tumbuhan karena kekurangan zat hara (tentang tanah); gersang; tidak subur: padang tandus; (2) habis sama sekali; tandas
3235,tangar,https://kbbi.kata.web.id/tangar/,ta.ngar,hati-hati
3236,tangguh,https://kbbi.kata.web.id/tangguh/,tang.guh,"(1) sukar dikalahkan; kuat; andal: sebagai negara maritim, indonesia harus memiliki angkatan laut yang tangguh; (2) kuat sekali (tentang pendirian dan sebagainya) ; tabah dan tahan (menderita dan sebagainya) ; kukuh: ia adalah seorang pejuang yang tangguhlihat tenggang"
3237,tanggung,https://kbbi.kata.web.id/tanggung/,tang.gung,"lebih dari sedang, tetapi belum cukup (lebarnya, panjangnya, ukurannya, usianya, dan sebagainya) : anak tanggung; gadis tanggung"
3238,tanggung-tanggung,https://kbbi.kata.web.id/tanggung-tanggung/,tang.gung-tang.gung,"(1) setengah-setengah; tidak cukup; kepalang tanggung: jangan tanggung-tanggung; (2) ragu-ragu: jangan tanggung-tanggung , datanglah ke rumahnya"
3239,tangkas,https://kbbi.kata.web.id/tangkas/,tang.kas,(1) cepat (tentang gerakan); cekatan: dengan tangkas ia berenang melawan arus; (2) sigap; gesit: pasukan yang tangkas sangat menentukan keberhasilan tugas di lapangan
3240,tapa,https://kbbi.kata.web.id/tapa/,,kuat; tahan tapalihat tempa
3241,tapis,https://kbbi.kata.web.id/tapis/,ta.pis,"gesit; tangkas (dalam bersilat dan sebagainya) : ia tidak kalah tapis dengan pamannyanomina (kata benda) kain tenunan bersulamkan benang emas untuk upacara adat di lampung, biasanya dipakai oleh wanita"
3242,tarah,https://kbbi.kata.web.id/tarah/,ta.rah,"rata (sesudah dirimbas, dipepat, dan sebagainya) "
3243,tartir,https://kbbi.kata.web.id/tartir/,tar.tir,"cakapan (tidak baku) sedikit-sedikit: kalau membeli minyak tanah jangan tartir , lebih baik sekaligus sekaleng"
3244,taufah,https://kbbi.kata.web.id/taufah/,tau.fah,lalai; alpa
3245,tauhidiah,https://kbbi.kata.web.id/tauhidiah/,tau.hi.di.ah,mengenai keesaan allah
3246,tawaduk,https://kbbi.kata.web.id/tawaduk/,ta.wa.duk,"(1) rendah hati: salat harus dikerjakan pada waktunya dengan khusyuk dan tawaduk; (2) patuh; taat: sebagai umat islam yang tawaduk , ia segera salat begitu mendengar azan"
3247,tayibah,https://kbbi.kata.web.id/tayibah/,ta.yi.bah,baik; bagus
3248,teatris,https://kbbi.kata.web.id/teatris/,te.a.tris,"bersifat tontonan: tari daerah yang mengutamakan partisipasi masyarakat, bersifat teatris"
3249,tebal,https://kbbi.kata.web.id/tebal/,te.bal,"(1) berjarak lebih besar antara permukaan yang berlawanan jika dibandingkan dengan benda lainnya yang sejenis (tentang barang yang pipih atau berhelai-helai, seperti kertas, papan, kain, lapisan): kertas tebal; kain tebal; (2) kasar atau nyata kelihatan (tentang garis, huruf cetak, dan sebagainya) : garis tebal; (3) padat dan banyak (tentang awan, mendung): awan bergumpal-gumpal tebal; (4) lebat (tentang rambut, janggut, tanaman): rambutnya tebal dan ikal; rumputnya amat tebal; (5) teguh dan kuat sekali (tentang iman, kepercayaan, keyakinan, keinsafan, dan sebagainya) : iman yang tebal; keinsafan dan keyakinan rakyat sudah tebal"
3250,teduh,https://kbbi.kata.web.id/teduh/,te.duh,"(1) reda (tentang angin ribut, ombak); berhenti (tentang hujan): mereka bersenda gurau sambil menanti hujan teduh; (2) terlindung atau tidak kena panas matahari; lindap: setelah bermain-main, anak-anak beristirahat di tempat yang teduh; mereka berhenti di tepi jalan yang teduh; (3) tidak turun hujan (tentang hari); redup atau tidak memancarkan sinar yang terik (tentang matahari): sudah beberapa hari ini matahari teduh; (4) kiasan tenang; aman: lautan teduh , samudra pasifik"
3251,tega,https://kbbi.kata.web.id/tega/,te.ga,tidak menaruh belas kasihan; tidak merasa sayang (kasihan dan sebagainya) ; tidak peduli akan nasib (penderitaan) orang; sampai hati: ia telah tega meninggalkan anak istrinya; ia tidak tega melihat anaknya menderita sakit
3252,tegak,https://kbbi.kata.web.id/tegak/,te.gak,"(1) berdiri: tegak bulu kuduknya; (2) sigap (tidak lemas): ia tegak duduk saja; jalannya tegak seperti maharani yang angkuh; (3) lurus arah ke atas (tentang sikap badan, garis, dan sebagainya) : badannya tegak , berdiri tegak; garis tegak; (4) setinggi orang berdiri; sependiri; setinggi tegak: dua tegak tingginya, dua kali tinggi orang berdiri; (5) kiasan tetap teguh; tetap tidak berubah: dalam penderitaan yang amat berat itu ia tetap tegak"
3253,tegak-tegak,https://kbbi.kata.web.id/tegak-tegak/,te.gak-te.gak,"(1) selalu tegak (berdiri); berdiri asal berdiri saja: meskipun tidak ada bunga kampung, tegak-tegak juga mereka itu di muka kedai; (2) lurus-lurus (berdiri, duduk): disuruhnya berdiri tegak-tegak; (3) kiasan dengan begitu saja; hidup-hidup; mentah-mentah: tidak benar dikatakannya bahwa dia akan dijual tegak-tegak oleh saudaranya; saya ditipunya tegak-tegak"
3254,tegang,https://kbbi.kata.web.id/tegang/,te.gang,adalah kendur
3255,tegas,https://kbbi.kata.web.id/tegas/,te.gas,"(1) jelas dan terang benar; nyata: tanda-tanda lalu lintas itu tidak berapa tegas kelihatan pada malam hari; ia berkata dengan suara yang tegas dan jelas; (2) tentu dan pasti (tidak ragu-ragu lagi, tidak samar-samar): dengan tegas permintaan saya ditolaknya; jawablah dengan tegas , ya atau tidak; (3) tandas: perbuatan kedua orang itu tidak ada sangkut pautnya, tegas nya masing-masing berbuat menurut kehendak dan kemauan sendiri"
3256,teguh,https://kbbi.kata.web.id/teguh/,te.guh,"(1) kukuh kuat (buatannya); erat kuat (tentang ikatan): gedung itu sangat teguh buatannya; (2) kuat berpegang (pd adat, janji, perkataan): prinsip yang dianut dalam ketentuan yang lama masih teguh pada adat nenek moyang; (3) tetap tidak berubah (tentang hati, iman, pendirian, kesetiaan): siapa yang teguh pada keyakinannya dan tidak kurang pula ikhtiarnya niscaya akan berhasil usahanya"
3257,teguk,https://kbbi.kata.web.id/teguk/,te.guk-me.ne.guk,tegar; keras kepala
3258,tegun,https://kbbi.kata.web.id/tegun/,te.gun-ber.te.gun,te.gunverba (kata kerja) ber.te.gunverba (kata kerja) berhenti sebentar: dahan menganjur tempat tupai tegunkuat dan tegar: ia tegun sebagai serdadu jaga
3259,tekak,https://kbbi.kata.web.id/tekak/,te.kak,tegar (hati); tidak mau menurut; keras kepala
3260,tekek,https://kbbi.kata.web.id/tekek/,te.kek-me.ne.kek,pekak; tuli/tekek/lihat tokek
3261,teklok,https://kbbi.kata.web.id/teklok/,tek.lok,"cakapan (tidak baku) lunglai (lemah, lelah) sekali (karena berjalan jauh, berenang): ia ingin melanjutkan perjalanannya, tetapi kuda sudah teklok"
3262,teknis,https://kbbi.kata.web.id/teknis/,tek.nis,bersifat atau mengenai (menurut) teknik; secara teknik: instansi itu menyediakan bantuan teknis dan biaya secara terkoordinasi; dari segi teknis
3263,teknokratik,https://kbbi.kata.web.id/teknokratik/,tek.no.kra.tik,menyangkut pengelolaan organisasi dan manajemen sumber daya pada negara industri oleh kelompok teknokrat
3264,tekor,https://kbbi.kata.web.id/tekor/,te.kor,"(1) kurang (tentang pembayaran, anggaran belanja, dan sebagainya) : perusahaan itu selalu tekor dari tahun ke tahun; (2) rugi"
3265,tekstural,https://kbbi.kata.web.id/tekstural/,teks.tu.ral,berkenaan dengan tekstur
3266,tektonis,https://kbbi.kata.web.id/tektonis/,tek.to.nis,(1) bersifat tektonik; (2) gempa bumi yang disebabkan oleh pergeseran letak lapisan batuan dalam bumi: gempa bumi itu adalah gempa bumi tektonis yang diperkirakan bersumber di samudra indonesia
3267,tekun,https://kbbi.kata.web.id/tekun/,te.kun,"rajin, keras hati, dan bersungguh-sungguh: ia belajar; dengan tekun"
3268,tela,https://kbbi.kata.web.id/tela/,te.la-per.te.la.an,"terang; nyata/tela/lihat ketelanomina (kata benda) jaringan atau membran tipis yang menyerupai sarang laba-labaklasik nomina (kata benda) rumah belakang yang dibangun bersambung dengan istana, yang menjadi tempat tinggal wanita"
3269,telak,https://kbbi.kata.web.id/telak/,te.lak,(1) kena benar; tepat: ia melakukan sundulan dengan telak; (2) mutlak; penuh: kesebelasan kami menang telak atas kesebelasan lawan
3270,telat,https://kbbi.kata.web.id/telat/,te.lat,kasip; terlambat: ia datang telat di kantor
3271,telaten,https://kbbi.kata.web.id/telaten/,te.la.ten,sabar dan teliti (dalam mengerjakan sesuatu); cermat: ia sabar dan telaten mengasuh bayinya
3272,teledor,https://kbbi.kata.web.id/teledor/,te.le.dor,"(1) lalai; lengah, malas-malas; tidak memenuhi kewajiban; (2) kurang rajin (belajar dan sebagainya) ; agak kurang maju (pelajarannya); (3) agak kendur atau tidak sebagaimana mestinya dalam hal membayar utang, mengangsur, dan sebagainya; (4) arkais (tidak lazim) bengal (untuk memaki)"
3273,telegenik,https://kbbi.kata.web.id/telegenik/,te.le.ge.nik,mempunyai penampilan yang menarik bagi pemirsa
3274,telegrafis,https://kbbi.kata.web.id/telegrafis/,te.le.gra.fis,berkenaan atau dengan cara telegrafi
3275,teleng,https://kbbi.kata.web.id/teleng/,te.leng,"(1) miring ke sebelah (tentang kepala, topi, telinga); senget (tidak tegak lurus): memakai peci teleng ke kanan; (2) juling: matanya teleng"
3276,teler,https://kbbi.kata.web.id/teler/,te.ler,"keadaan tubuh tidak normal, lemas tidak berdaya (tentang kesadaran syaraf) karena pengaruh obat, misalnya alkohol"
3277,teles,https://kbbi.kata.web.id/teles/,te.les,basah
3278,telik,https://kbbi.kata.web.id/telik/,te.lik,"tajam tiliknya; awas: walaupun sudah tua, ibuku; masih telik"
3279,teliti,https://kbbi.kata.web.id/teliti/,te.li.ti,(1) cermat; saksama: ia mengamat-amatinya dengan teliti; ia kurang teliti memeriksanya; (2) hati-hati; ingat-ingat: dia memelihara burung perkutut itu dengan amat teliti
3280,telus,https://kbbi.kata.web.id/telus/,te.lus,arkais (tidak lazim) terus menembus
3281,telut,https://kbbi.kata.web.id/telut/,,"mempan (tentang senjata); terlut; telap: tidak telutverba (kata kerja) me.ne.lutverba (kata kerja) memotong cabang atau batang (singkong, anggur, dan sebagainya) untuk ditanamkan; setek"
3282,temaah,https://kbbi.kata.web.id/temaah/,te.ma.ah,loba; tamak
3283,temaha,https://kbbi.kata.web.id/temaha/,te.ma.ha,salah
3284,temara,https://kbbi.kata.web.id/temara/,te.ma.ra,", terang temara terang sekali; terang-benderang"
3285,temaram,https://kbbi.kata.web.id/temaram/,te.ma.ram,remang-remang
3286,tembam,https://kbbi.kata.web.id/tembam/,tem.bam,sembap karena gemuk atau bengkak (tentang pipi)
3287,tembelang,https://kbbi.kata.web.id/tembelang/,tem.be.lang,(1) tidak dapat menetas dan busuk (tentang telur yang dierami); (2) kiasan keburukan; kejahatan
3288,temeh,https://kbbi.kata.web.id/temeh/,,tidak penting; tidak berharga; remeh
3289,temetu,https://kbbi.kata.web.id/temetu/,te.me.tu,keras
3290,temperamental,https://kbbi.kata.web.id/temperamental/,tem.pe.ra.men.tal,(1) dipengaruhi oleh temperamen; (2) mudah sekali terganggu (tentang temperamen)
3291,temporal,https://kbbi.kata.web.id/temporal/,tem.po.ral,(1) berhubungan atau mengenai waktu: dinamakan relasi temporal apabila dalam bagian kalimat yang satu diberikan keterangan waktu; (2) berkenaan dengan waktu-waktu tertentu
3292,temporer,https://kbbi.kata.web.id/temporer/,tem.po.rer,"untuk sementara waktu; sementara; darurat: jembatan temporer , jembatan darurat (hanya dipakai untuk sementara waktu): pekerjaan temporer , pekerjaan sementara; penghijauan sifatnya bukan temporer , melainkan terus-menerus dalam rangka pencegahan erosi, kegundulan tanah, dan sebagainya"
3293,tenahak,https://kbbi.kata.web.id/tenahak/,te.na.hak,arkais (tidak lazim) kecewa
3294,tenat,https://kbbi.kata.web.id/tenat/,te.nat,penat sekali; sangat lelah: ia merasa tenat setelah bekerja keras
3295,tendensius,https://kbbi.kata.web.id/tendensius/,ten.den.si.us,(1) bersifat berpihak; (2) suka menyusahkan (melawan); rewel: pernyataan kapolres dianggap sangat tendensius dan emosional
3296,tengak,https://kbbi.kata.web.id/tengak/,te.ngak,bingung: tampaknya ia menjadi tengak dalam menghadapi situasi yang kacau itu
3297,tengil,https://kbbi.kata.web.id/tengil/,te.ngil,"menyebalkan (tentang sikap dan kelakuan): sudah malas tengil pula, membuat orang bertambah benci padanya"
3298,tengkarap,https://kbbi.kata.web.id/tengkarap/,teng.ka.rap,rusak sama sekali; binasa: banyak rumah yang tengkarap karena gempa yang dahsyat
3299,tentatif,https://kbbi.kata.web.id/tentatif/,ten.ta.tif,"(1) belum pasti; masih dapat berubah: menteri riset dan teknologi mengakui bahwa data itu belum final, masih tentatif; (2) sementara waktu: penonaktifannya hanya bersifat tentatif"
3300,tenteram,https://kbbi.kata.web.id/tenteram/,ten.te.ram,"(1) aman; damai (tidak terdapat kekacauan): di tempat yang tenteram mereka dapat bekerja dengan giat; (2) tenang: apabila kehidupan ekonomi lebih baik, para pegawai negeri dapat hidup dengan tenteram"
3301,teokratis,https://kbbi.kata.web.id/teokratis/,te.o.kra.tis,"berdasarkan pada teokrasi: negara mereka teokratis , tetapi negara kita pancasilais"
3302,teologis,https://kbbi.kata.web.id/teologis/,te.o.lo.gis,berhubungan dengan teologi; berdasar pada teologi: kami sedang menjajaki beberapa tema teologis yang peka
3303,teoretis,https://kbbi.kata.web.id/teoretis/,te.o.re.tis,berdasar pada teori; menurut teori: secara teoretis hal itu memang dapat diramalkan
3304,teosofis,https://kbbi.kata.web.id/teosofis/,te.o.so.fis,berdasarkan teosofi; menurut teosofi: gambaran teosofis mengenai atom sangat berlainan dengan gambaran secara ilmiah
3305,tepa salira,https://kbbi.kata.web.id/tepa-salira/,te.pa-sa.li.ra,dapat merasakan (menjaga) perasaan (beban pikiran) orang lain sehingga tidak menyinggung perasaan atau dapat meringankan beban orang lain; tenggang rasa; toleransi: kita harus mempunyai rasa tepa salira terhadap sesuatu yang dirasakan dan diderita orang lain
3306,tepas,https://kbbi.kata.web.id/tepas/,te.pas,"(1) penuh sekali (tentang isi peti, koper, dan sebagainya) : penuh tepas; (2) sarat (tentang muatan): sarat tepas"
3307,tepat,https://kbbi.kata.web.id/tepat/,te.pat-08.00,"(1) betul atau lurus (arah, jurusan); berbetulan benar: gang ini tepat menuju rumah guruku; matahari tepat di atas kepala kita; rumah kami letaknya tepat di muka apotek; (2) kena benar (pd sasaran, tujuan, maksud, dan sebagainya) : tembakan itu tepat mengenai jantungnya; jurusan yang dipilihnya sudah tepat; (3) tidak ada selisih sedikit pun; tidak kurang dan tidak lebih; persis: tepat di tengah jalan; tepat sama dengan wajah adiknya; pukul 08.00 tepat kami berangkat; jumlah yang tepat baru diketahui sesudah diadakan sensus; tengah hari tepat; (4) betul atau cocok (tentang dugaan, ramalan, dan sebagainya) : perhitungannya kurang tepat; alasan itu mungkin tepat juga; (5) jitu (tentang tindakan, aturan, kritik, dan sebagainya) : segera diambil tindakan yang tegas dan tepat; (6) betul atau mengena tentang perkataan, jawaban, dan sebagainya: isilah titik-titik di bawah ini dengan kata-kata yang tepat; semua pertanyaan dijawabnya dengan tepat"
3308,tepercaya,https://kbbi.kata.web.id/tepercaya/,te.per.ca.ya,(1) (paling) dipercaya; (2) dapat dipercaya
3309,tepermanai (tiada permana ),https://kbbi.kata.web.id/tepermanai-tiada-permana/,te.per.ma.nai-per.ma.na,(1) tiada terbilang (banyak sekali); (2) tiada ternilai (berharga sekali dan sebagainya)
3310,tepok,https://kbbi.kata.web.id/tepok/,te.pok,"lapuk (tentang kayu, dinding, dan sebagainya) : rumah itu sebagian kayunya sudah tepoklihat tepuk"
3311,tepos,https://kbbi.kata.web.id/tepos/,te.pos,"pipih kurang berisi (tentang pantat): badannya kurus tinggi, pantatnya tepos"
3312,tepu,https://kbbi.kata.web.id/tepu/,te.pu,"(1) berisi hingga ke pinggir permukaan (tentang tong, tempayan, dan sebagainya) ; penuh"
3313,teradil,https://kbbi.kata.web.id/teradil/,ter.a.dil,paling (sangat) adil
3314,terala,https://kbbi.kata.web.id/terala/,ter.a.la,tertinggi; termulia
3315,teramai,https://kbbi.kata.web.id/teramai/,te.ra.mai,paling ramai: upacara yang teramai ialah ketika mercon dipasang dan bunga api dilepaskan ke udara
3316,terampil,https://kbbi.kata.web.id/terampil/,te.ram.pil,cakap dalam menyelesaikan tugas; mampu dan cekatan
3317,terang,https://kbbi.kata.web.id/terang/,te.rang,"(1) dalam keadaan dapat dilihat (didengar); nyata; jelas: terdengar suara lagu yang cukup terang dari arah timur; berita yang disampaikan melalui telepon itu kurang terang terdengar; naskahnya sudah tua, tulisannya tidak terang lagi; (2) cerah; bersinar: stadion senayan pada malam pertandingan final sepak bola tampak bagaikan siang; bintangnya terang ,kiasan nasibnya baik; mujur; (3) siang hari: karena bangunnya sudah terang , ia terlambat datang di sekolah; (4) bersih (tentang halaman atau kebun) karena dibersihkan (disiangi, ditebangi, dan sebagainya) : pekarangan itu tampak terang sesudah pohon-pohon yang rimbun ditebangi; (5) jernih; bersih (tentang udara, langit): malam ini langit terang , kelihatan bintang-bintang bertaburan berkelap-kelip mengelilingi bulan purnama; (6) sah (tentang bukti, barang-barang, dan sebagainya) ; sudah tidak meragukan (menyangsikan lagi): mengajukan bukti-bukti yang terang , agar dapat memperkuat gugatan; (7) terbukti (kebenarannya, kesalahannya, dan sebagainya) : sekarang barulah terang apa kesalahannya; (8) cahaya; sinar: terang matahari; terang lampu"
3318,terang-terang,https://kbbi.kata.web.id/terang-terang/,,tampak agak gelap (samar-samar)
3319,teranja-anja,https://kbbi.kata.web.id/teranja-anja/,ter.an.ja-an.ja,"selalu dimanjakan: masa kecil teranja-anja , sudah besar terbawa-bawa, lalu tua berubah tidak"
3320,teratap,https://kbbi.kata.web.id/teratap/,te.ra.tap-me.ne.ra.tap,terperanjat; serasa takut-takut dalam hati; serasa berdebar-debar: banyak warga yang teratap melihat harga makanan pokok yang naik berlipat
3321,terbagus,https://kbbi.kata.web.id/terbagus/,ter.ba.gus,paling bagus
3322,terbalik,https://kbbi.kata.web.id/terbalik/,ter.ba.lik,"dl keadaan atau berkedudukan berlawanan dari yang biasa (yang di bawah menjadi di atas, yang di belakang menjadi di depan, yang di dalam menjadi di luar, dan sebagainya) "
3323,terbancut,https://kbbi.kata.web.id/terbancut/,ter.ban.cut,tidak dapat tumbuh secara wajar (tertahan pertumbuhannya)
3324,terbanyak,https://kbbi.kata.web.id/terbanyak/,ter.ba.nyak,paling banyak: yang menang ialah yang mendapat suara -
3325,terbaru,https://kbbi.kata.web.id/terbaru/,ter.ba.ru,paling baru; terakhir; mutakhir
3326,terbatas,https://kbbi.kata.web.id/terbatas/,ter.ba.tas,(1) telah dibatasi (ditentukan batas-batasnya); tertentu (tidak boleh lebih): kekuasaannya -; (2) sedikit; tidak luas; tidak leluasa: pada zaman revolusi kita berperang dengan peralatan perang yang serba -; biaya yang terbatas seringkali mengganggu kelancaran kegiatan
3327,terbawah,https://kbbi.kata.web.id/terbawah/,ter.ba.wah,(1) paling bawah (rendah); terendah; (2) diperintah (oleh); dipimpin (oleh)
3328,terbayan,https://kbbi.kata.web.id/terbayan/,ter.ba.yan,nyata; terang
3329,terbeda-bedakan,https://kbbi.kata.web.id/terbeda-bedakan/,ter.be.da-be.da.kan,dapat dibeda-bedakan
3330,terbelakang,https://kbbi.kata.web.id/terbelakang/,ter.be.la.kang,"(1) paling belakang; paling akhir (tentang sesuatu yang berderet-deret dan sebagainya) : ia duduk di bangku yang -; (2) tertinggal (dalam kebudayaan); belum maju: disediakan dana untuk memajukan daerah-daerah yang -; (3) terakhir (tentang kabar dan sebagainya) : menurut kabar yang -, perundingan di jenewa berakhir dengan kegagalan; (4) lemah atau lambat (tumbuh, berkembang) terutama tentang mental anak: anak -"
3331,terbengang,https://kbbi.kata.web.id/terbengang/,ter.be.ngang,bengang
3332,terbesar,https://kbbi.kata.web.id/terbesar/,ter.be.sar,paling besar
3333,terbeti,https://kbbi.kata.web.id/terbeti/,ter.be.ti,"terbukti ada kesalahannya; ada buktinya: ada emas yang bersaur, ada tanda yang terbeti"
3334,tercantik,https://kbbi.kata.web.id/tercantik/,ter.can.tik,"paling cantik (bagus, elok, indah, molek)"
3335,tercemas,https://kbbi.kata.web.id/tercemas/,ter.ce.mas,(1) khawatir; takut; (2) paling cemas
3336,tercondong,https://kbbi.kata.web.id/tercondong/,ter.con.dong,condong
3337,tercungap-cungap,https://kbbi.kata.web.id/tercungap-cungap/,ter.cu.ngap-cu.ngap,mengap-mengap; terengah-engah
3338,terdahulu,https://kbbi.kata.web.id/terdahulu/,ter.da.hu.lu,paling dahulu; mula-mula: akulah yang terdahulu bangun pagi ini
3339,terdekat,https://kbbi.kata.web.id/terdekat/,ter.de.kat,paling dekat: pencurian itu dilaporkannya kepada pos polisi yang terdekat
3340,terdepan,https://kbbi.kata.web.id/terdepan/,ter.de.pan,paling muka; paling depan
3341,terenak,https://kbbi.kata.web.id/terenak/,ter.e.nak,(1) paling enak; (2) mendapat kesenangan (kenyamanan dan sebagainya)
3342,terenyuh,https://kbbi.kata.web.id/terenyuh/,te.re.nyuh,terharu dan sedih sekali
3343,terereng,https://kbbi.kata.web.id/terereng/,ter.e.reng,miring; condong
3344,tergesa-gesa,https://kbbi.kata.web.id/tergesa-gesa/,ter.ge.sa-ge.sa,bergesa-gesa
3345,tergopoh,https://kbbi.kata.web.id/tergopoh/,ter.go.poh,"tergesa-gesa; terburu-buru: dengan tergopoh ia menaiki tangga kapal yang sudah siap akan berangkat; bekerjalah dengan tenang, jangan tergopoh"
3346,tergulut,https://kbbi.kata.web.id/tergulut/,ter.gu.lut,bergulut
3347,tergulut-gulut,https://kbbi.kata.web.id/tergulut-gulut/,ter.gu.lut-gu.lut,bergulut
3348,terguncang,https://kbbi.kata.web.id/terguncang/,ter.gun.cang,terganggu keseimbangan (hati); khawatir: dia terguncang setelah mendengar berita kematian orang tuanya
3349,terheran-heran,https://kbbi.kata.web.id/terheran-heran/,ter.he.ran-he.ran,merasa sangat heran: ia terheran-heran mendengar berita itu
3350,terhormat,https://kbbi.kata.web.id/terhormat/,ter.hor.mat,dihormati; mulia: para hadirin yang terhormat
3351,terik,https://kbbi.kata.web.id/terik/,te.rik,"(1) amat; sangat (tentang panas matahari): panas terik , panas sekali; (2) sempit dan tegang mengikat (tentang seluar, ikatan, dan sebagainya) : ikatan kotak sabun itu sangat terik sehingga susah membukanya; (3) penuh padat (tentang sesuatu yang dijejal, diasak, dan sebagainya) : tali itu diikatnya dengan terik"
3352,terindah,https://kbbi.kata.web.id/terindah/,ter.in.dah,"paling indah (bagus, elok)"
3353,terindil,https://kbbi.kata.web.id/terindil/,te.rin.dil,tidak berbulu atau berbulu jarang-jarang (tentang ayam)
3354,terinfeksi,https://kbbi.kata.web.id/terinfeksi/,ter.in.fek.si,terkena infeksi
3355,terionisasi,https://kbbi.kata.web.id/terionisasi/,ter.io.ni.sa.si,istilah fisika sudah diionkan
3356,teristimewa,https://kbbi.kata.web.id/teristimewa/,ter.is.ti.me.wa,(1) paling utama; terutama; utamanya; (2) sangat luar biasa; sangat khusus
3357,teritorial,https://kbbi.kata.web.id/teritorial/,te.ri.to.ri.al,"mengenai bagian wilayah (daerah hukum) suatu negara: perairan teritorial , lautan dekat pantai suatu negara yang menjadi hak negara tsb"
3358,terjal,https://kbbi.kata.web.id/terjal/,ter.jal,"curam hampir tegak lurus (tentang jurang, lereng gunung, tebing): lereng gunung bromo tidak begitu terjal; jalan yang kami lalui di bukit itu terjal"
3359,terjelak,https://kbbi.kata.web.id/terjelak/,ter.je.lak,kekenyangan (hingga tidak mau makan lagi)
3360,terjumbai,https://kbbi.kata.web.id/terjumbai/,ter.jum.bai,bergantungan ujungnya: ekornya panjang terjumbai
3361,terjungkat,https://kbbi.kata.web.id/terjungkat/,ter.jung.kat,"agak miring ke atas (tentang papan, lantai, dan sebagainya) : awak yang tidak pandai menari, dikatakan lantai yang terjungkat"
3362,terkaing-kaing,https://kbbi.kata.web.id/terkaing-kaing/,ter.ka.ing-ka.ing,dalam keadaan terus menerus berkaing: anjing yang akan menggigit itu ditendangi si amin sampai terkaing-kaing
3363,terkanan,https://kbbi.kata.web.id/terkanan/,ter.ka.nan,paling kanan
3364,terkaya,https://kbbi.kata.web.id/terkaya/,ter.ka.ya,paling kaya: dialah orang yang terkaya di kampung itu
3365,terkayai,https://kbbi.kata.web.id/terkayai/,ter.ka.yai,mampu; kuasa: ia tidak terkayai berjalan
3366,terkebelakang,https://kbbi.kata.web.id/terkebelakang/,ter.ke.be.la.kang,terbelakang
3367,terkecai,https://kbbi.kata.web.id/terkecai/,ter.ke.cai,berkecai
3368,terkeluh,https://kbbi.kata.web.id/terkeluh/,ter.ke.luh,tidak sengaja mengeluh
3369,terkemudian,https://kbbi.kata.web.id/terkemudian/,ter.ke.mu.di.an,(yang) paling belakang; (yang) terakhir: atlet itu adalah pelari yang terkemudian sampai garis finis
3370,terkemuka,https://kbbi.kata.web.id/terkemuka/,ter.ke.mu.ka,"(1) terpandang (disegani karena kedudukannya, kekayaannya, kepandaiannya, dan sebagainya) ; ternama; terkenal: peresmian penggunaan balai desa dihadiri oleh orang-orang terkemuka di daerah itu; (2) paling baik (unggul, pandai, dan sebagainya) di antara yang lain-lain: pemain catur terkemuka di dunia"
3371,terkokol,https://kbbi.kata.web.id/terkokol/,ter.ko.kol,amat menggigil
3372,terkokol-kokol,https://kbbi.kata.web.id/terkokol-kokol/,ter.ko.kol-ko.kol,terkokol
3373,terlaris,https://kbbi.kata.web.id/terlaris/,ter.la.ris,laris: ia disebut-sebut sebagai penyanyi terlaris dan sudah masuk jajaran artis termahal
3374,terlatih,https://kbbi.kata.web.id/terlatih/,ter.la.tih,pandai atau berkemampuan karena telah dilatih; terampil karena sering berlatih: ia sudah terlatih dalam menghadapi persoalan seperti itu; gajah itu sudah terlatih sehingga selalu mengikuti perintah tuannya
